2025-11-11 16:29:13.987 [main] INFO  - Application starting...
2025-11-11 16:50:14.500 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: 88ff51c0-9260-438e-964b-2d7d36f24c12. Transaction cancelled.
2025-11-11 16:50:14.500 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 36 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=9060, to=10422
2025-11-11 16:50:14.500 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 44 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=9982, to=10536
2025-11-11 16:50:14.501 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 88ff51c0-9260-438e-964b-2d7d36f24c12. Transaction cancelled.
2025-11-11 16:50:14.501 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 52 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10484, to=10474
2025-11-11 16:50:14.501 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 25 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9035, to=10007
2025-11-11 16:50:14.501 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.501 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 33 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=10441, to=9068
2025-11-11 16:50:14.501 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 94 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=8974, to=10578
2025-11-11 16:50:14.501 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.501 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 95 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=8879, to=10673
2025-11-11 16:50:14.501 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 90 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=9917, to=10763
2025-11-11 16:50:14.501 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 76 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8803, to=10517
2025-11-11 16:50:14.501 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 52 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10711, to=9969
2025-11-11 16:50:14.502 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.502 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 60 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=9909, to=10771
2025-11-11 16:50:14.502 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 37 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10480, to=9946
2025-11-11 16:50:14.502 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 69 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=8734, to=10015
2025-11-11 16:50:14.502 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 0 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10480, to=10015
2025-11-11 16:50:14.502 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 23 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10457, to=10038
2025-11-11 16:50:14.502 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 25 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10432, to=10063
2025-11-11 16:50:14.503 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 41 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10022, to=10473
2025-11-11 16:50:14.503 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 70 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10701, to=10543
2025-11-11 16:50:14.503 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 5 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=10017, to=10706
2025-11-11 16:50:14.503 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 58 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=10485, to=8792
2025-11-11 16:50:14.503 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 7 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=10699, to=8799
2025-11-11 16:50:14.503 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.503 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 97 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8702, to=10582
2025-11-11 16:50:14.504 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 79 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=10503, to=8781
2025-11-11 16:50:14.504 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 40 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10463, to=10057
2025-11-11 16:50:14.504 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 40 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10659, to=10503
2025-11-11 16:50:14.504 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 59 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=10600, to=8840
2025-11-11 16:50:14.504 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 18 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=10485, to=8858
2025-11-11 16:50:14.504 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 88ff51c0-9260-438e-964b-2d7d36f24c12. Transaction cancelled.
2025-11-11 16:50:14.504 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 41 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10559, to=10526
2025-11-11 16:50:14.504 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.504 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 40 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=8818, to=10097
2025-11-11 16:50:14.504 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.504 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 42 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8776, to=10568
2025-11-11 16:50:14.505 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 20 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10539, to=10117
2025-11-11 16:50:14.505 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 60 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=8716, to=10177
2025-11-11 16:50:14.505 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 26 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=10542, to=10565
2025-11-11 16:50:14.505 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 92 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10450, to=10269
2025-11-11 16:50:14.505 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 15 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=10550, to=8731
2025-11-11 16:50:14.505 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 13 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=8718, to=10563
2025-11-11 16:50:14.505 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 65 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10204, to=10515
2025-11-11 16:50:14.505 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 37 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=10526, to=8755
2025-11-11 16:50:14.505 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 94 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=10432, to=8849
2025-11-11 16:50:14.505 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.506 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 99 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8750, to=10614
2025-11-11 16:50:14.506 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 24 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10180, to=10638
2025-11-11 16:50:14.506 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 51 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=10381, to=8801
2025-11-11 16:50:14.506 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 57 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10123, to=10695
2025-11-11 16:50:14.506 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 44 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=10337, to=8845
2025-11-11 16:50:14.506 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 84 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=8761, to=10207
2025-11-11 16:50:14.506 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 78 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=10617, to=8839
2025-11-11 16:50:14.506 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 22 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8817, to=10639
2025-11-11 16:50:14.506 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 67 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10572, to=10274
2025-11-11 16:50:14.506 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 20 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=8797, to=10357
2025-11-11 16:50:14.506 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 55 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10219, to=10627
2025-11-11 16:50:14.506 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 50 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=8747, to=10269
2025-11-11 16:50:14.507 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 29 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10328, to=10298
2025-11-11 16:50:14.507 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 92 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10236, to=10390
2025-11-11 16:50:14.507 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 37 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10590, to=10427
2025-11-11 16:50:14.507 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 38 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10198, to=10628
2025-11-11 16:50:14.507 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: 88ff51c0-9260-438e-964b-2d7d36f24c12. Transaction cancelled.
2025-11-11 16:50:14.507 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 67 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=10561, to=10265
2025-11-11 16:50:14.507 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 11 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=8736, to=10438
2025-11-11 16:50:14.507 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 39 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=10522, to=10304
2025-11-11 16:50:14.507 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 45 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=10393, to=10349
2025-11-11 16:50:14.507 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 51 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8685, to=10573
2025-11-11 16:50:14.508 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.508 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 83 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8602, to=10656
2025-11-11 16:50:14.508 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 21 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=10372, to=10370
2025-11-11 16:50:14.508 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 30 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8572, to=10686
2025-11-11 16:50:14.508 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 73 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10297, to=10445
2025-11-11 16:50:14.508 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.508 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 18 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10668, to=10463
2025-11-11 16:50:14.508 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.508 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 23 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=10274, to=8595
2025-11-11 16:50:14.508 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 30 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=8565, to=10493
2025-11-11 16:50:14.508 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 57 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8508, to=10725
2025-11-11 16:50:14.508 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.508 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 4 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8504, to=10729
2025-11-11 16:50:14.508 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 2 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10272, to=10495
2025-11-11 16:50:14.508 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 69 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=10426, to=10341
2025-11-11 16:50:14.509 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 5 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10724, to=10431
2025-11-11 16:50:14.509 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.509 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 10 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8494, to=10734
2025-11-11 16:50:14.509 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.509 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 34 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=10397, to=10375
2025-11-11 16:50:14.509 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 82 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8412, to=10816
2025-11-11 16:50:14.509 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.509 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.509 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 80 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10736, to=10477
2025-11-11 16:50:14.509 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.509 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 20 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=10716, to=8432
2025-11-11 16:50:14.509 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 45 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10432, to=10761
2025-11-11 16:50:14.510 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.510 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 25 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10350, to=10786
2025-11-11 16:50:14.510 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 79 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=10271, to=8511
2025-11-11 16:50:14.510 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 9 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=10423, to=10280
2025-11-11 16:50:14.510 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 97 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8414, to=10883
2025-11-11 16:50:14.510 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.510 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 64 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10216, to=10487
2025-11-11 16:50:14.510 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 3 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8411, to=10886
2025-11-11 16:50:14.510 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 7 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10209, to=10494
2025-11-11 16:50:14.510 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 22 from abbb6a90-c226-4423-8107-57097283db14 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=10472, to=8433
2025-11-11 16:50:14.510 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 66 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10820, to=10538
2025-11-11 16:50:14.510 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.510 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 51 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=8382, to=10260
2025-11-11 16:50:14.510 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 26 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10794, to=10564
2025-11-11 16:50:14.511 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 48 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=10212, to=8430
2025-11-11 16:50:14.511 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 3 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10561, to=10797
2025-11-11 16:50:14.511 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 27 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=8403, to=10588
2025-11-11 16:50:14.511 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.511 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.511 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.511 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 89 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=10708, to=8492
2025-11-11 16:50:14.511 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 61 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10647, to=10649
2025-11-11 16:50:14.511 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: 88ff51c0-9260-438e-964b-2d7d36f24c12. Transaction cancelled.
2025-11-11 16:50:14.511 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.511 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 86 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10563, to=10733
2025-11-11 16:50:14.511 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: 88ff51c0-9260-438e-964b-2d7d36f24c12. Transaction cancelled.
2025-11-11 16:50:14.511 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 96 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10467, to=10829
2025-11-11 16:50:14.511 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.511 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 89 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10740, to=10556
2025-11-11 16:50:14.511 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 99 from abbb6a90-c226-4423-8107-57097283db14 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=10457, to=8591
